run,x1,x2,x3,score
0,0.05208751859406552,0.3642034092771634,11.214438072609132,0.013057500282400191
1,0.05,0.3145332122575851,15.0,0.013367661520947371
2,0.055019644177071364,0.4422574447647665,7.977315357378908,0.0133574761225538
3,0.05,0.31618910543186723,14.211426175032758,0.012814690850145912
4,0.05186946524829328,0.3609959204672547,11.045973746093665,0.012670750390150027
5,0.057335811425821365,0.5083200946997093,5.91159628355563,0.013220665658576216
6,0.050502593888124184,0.32860009129405937,13.161302666280895,0.012706664606825395
7,0.05164342318252927,0.3553569109190719,11.378881295194352,0.012679864420784892
8,0.051618827790130495,0.3483135431641233,12.252683058893561,0.013227667348471573
9,0.05158666967150857,0.3540680614029965,11.454130345496107,0.01267702559740243
10,0.06112285484724514,0.5902987091457781,5.991843725692496,0.0176248762981215
11,0.051751274536517906,0.3526200772003596,12.050277300785913,0.013268872839770933
12,0.057815538150602405,0.5219800804762992,5.794713782300012,0.013600135885550736
13,0.05405797227396256,0.41593436055555905,8.519338686021225,0.012785942282119196
14,0.05362531744901248,0.4051102853372366,8.933472759721315,0.012737117321627427
15,0.05283346516050869,0.38485868156947817,9.812572737061059,0.01269006873413063
16,0.05112258738310462,0.3431742972805263,12.139876695087922,0.012681949725238941
17,0.05483515038165243,0.4234552376421154,9.020963951629327,0.014032826913148746
18,0.05215801616414136,0.3670999790792482,10.739042749226003,0.012722231207335462
19,0.05391567509727626,0.4115984797634397,8.69910267729543,0.012801215611417834
20,0.05282204573100531,0.38450681169873957,9.830657115448219,0.012692387981588336
21,0.05,0.312048932023314,14.790613236601407,0.013098732321244977
22,0.05000990278872993,0.31764485954212546,14.009914374625076,0.012718704036262744
23,0.06171362501905184,0.6492614183399126,3.8099944947126527,0.01436671351794816
24,0.06286799253071607,0.4858635188226361,11.866426621215926,0.02662796851455235
25,0.06581968843636932,0.5439946371789766,8.461444989744159,0.02465459872679918
26,0.05326812781782959,0.3958962094752713,9.314759720224737,0.012710468119496273
27,0.05195369020587663,0.35762777296494874,11.589776107224031,0.013118263217824043
28,0.057484761340408905,0.5128372865925729,5.81181080267328,0.013238438899984594
29,0.05086501868020467,0.3370194133360107,12.555177344359821,0.01269143811082983
